"","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode"
"721",796,53,442,6,"English","blue things",1,"red things",0,"green things",0,"solid things",0,"striped things",0.6,"polka-dotted things",0,221,213,233,"circle",321112,"True",1,3,2,5,20,26,NA,NA,NA,0,1,0,1,0,0,NA,1,NA,0.05414,0.89172,0.05414,0.89172,NA,0.10828,NA,1,NA,0.11514,0.76972,0.11514,0.92765,NA,0.07235,321211
"722",797,53,42,7,"English","clouds",0.1,"circles",0.05,"squares",0.8,"solid things",0.15,"striped things",0.05,"polka-dotted things",0.75,333,232,212,"green",122112,"False",3,1,2,27,17,11,0.10526,0.05263,0.84211,0.15789,0.05263,0.78947,NA,NA,NA,NA,0.12312,0.87688,0.12312,NA,0.87688,NA,0.12312,0.87688,NA,0.06188,0.93812,0.06188,NA,0.93812,NA,0.06188,0.93812,122112
"723",798,53,2089,8,"English","solid things",0.05,"striped things",0.15,"polka-dotted things",0.8,"blue things",0.05,"red things",0.05,"green things",0.85,133,112,121,"cloud",321111,"True",1,2,3,25,10,4,NA,NA,NA,0.05,0.15,0.8,0.05263,0.05263,0.89474,1,NA,NA,0.0599,0.0599,0.88021,0.0599,0.0599,0.88021,1,NA,NA,0.15962,0.15962,0.68077,0.15962,0.15962,0.68077,321111
"724",799,53,1474,9,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.05,"circles",0.5,"squares",0.1,223,113,313,"striped",123211,"False",2,3,1,23,19,21,0.07692,0.76923,0.15385,NA,NA,NA,0.33333,0.33333,0.33333,0.05899,0.88202,0.05899,0.11798,0.88202,NA,NA,NA,1,0.13922,0.72156,0.13922,0.06724,0.93276,NA,NA,NA,1,123211
"725",800,53,724,10,"English","solid things",0.55,"striped things",0.05,"polka-dotted things",0.05,"blue things",0.05,"red things",0.05,"green things",0.75,313,333,212,"square",212122,"True",1,2,3,21,27,11,NA,NA,NA,0.84615,0.07692,0.07692,0.05882,0.05882,0.88235,NA,0.12644,0.87356,0.87356,NA,0.12644,NA,0.12644,0.87356,NA,0.06657,0.93343,0.93343,NA,0.06657,NA,0.06657,0.93343,212122
"726",801,53,1794,11,"English","solid things",0.05,"striped things",0.55,"polka-dotted things",0.1,"blue things",0.05,"red things",0.05,"green things",0.05,321,321,311,"square",322132,"True",1,2,3,6,6,3,NA,NA,NA,0.07143,0.78571,0.14286,0.33333,0.33333,0.33333,NA,NA,1,0.12388,0.87612,NA,1,NA,NA,NA,NA,1,0.06634,0.93366,NA,1,NA,NA,323221
"727",802,53,2141,12,"English","clouds",0.1,"circles",0.75,"squares",0.15,"blue things",0.4,"red things",0.4,"green things",0.5,213,331,322,"solid",111112,"False",2,1,3,20,9,15,0.1,0.75,0.15,NA,NA,NA,0.30769,0.30769,0.38462,NA,0.9001,0.0999,0.9001,0.04995,0.04995,0.04995,0.04995,0.9001,NA,0.93829,0.06171,0.78566,0.10717,0.10717,0.10717,0.10717,0.78566,111211
"728",803,53,285,13,"English","blue things",0,"red things",1,"green things",0,"solid things",0,"striped things",0,"polka-dotted things",0.85,232,221,332,"circle",212222,"True",1,3,2,17,5,18,NA,NA,NA,0,0,1,0,1,0,NA,0.8675,0.1325,NA,0.1325,0.8675,0.1325,0.8675,NA,NA,0.92485,0.07515,NA,0.07515,0.92485,0.07515,0.92485,NA,212222
"729",804,53,664,14,"English","blue things",0.65,"red things",0,"green things",0,"solid things",1,"striped things",0,"polka-dotted things",0,211,223,112,"circle",212211,"True",1,3,2,2,23,10,NA,NA,NA,1,0,0,1,0,0,0.1325,0.8675,NA,0.8675,0.1325,NA,0.8675,0.06625,0.06625,0.07098,0.92902,NA,0.92902,0.07098,NA,0.6831,0.15845,0.15845,212211
"730",805,53,1059,15,"English","solid things",0.65,"striped things",0.05,"polka-dotted things",0.1,"blue things",0.1,"red things",1,"green things",0,212,322,122,"circle",113212,"False",1,2,3,11,15,13,NA,NA,NA,0.8125,0.0625,0.125,0.09091,0.90909,0,0.06218,0.87564,0.06218,0.87564,0.12436,NA,NA,1,NA,0.13582,0.72837,0.13582,0.933,0.067,NA,NA,1,NA,113212
"731",806,53,175,16,"English","blue things",0.45,"red things",0.95,"green things",0,"solid things",0.05,"striped things",0.15,"polka-dotted things",0.1,222,223,223,"circle",323212,"True",1,3,2,14,23,23,NA,NA,NA,0.16667,0.5,0.33333,0.32143,0.67857,0,NA,1,NA,NA,1,NA,NA,0.87278,0.12722,NA,1,NA,NA,1,NA,NA,0.92902,0.07098,323212
"732",807,53,432,17,"English","solid things",1,"striped things",0.05,"polka-dotted things",0,"blue things",0.1,"red things",0.05,"green things",0.05,113,122,121,"cloud",321112,"True",1,2,3,19,13,4,NA,NA,NA,0.95238,0.04762,0,0.5,0.25,0.25,1,NA,NA,0.89172,0.10828,NA,0.05414,0.05414,0.89172,1,NA,NA,0.92765,0.07235,NA,0.11514,0.11514,0.76972,321211
"733",808,53,1516,18,"English","blue things",0,"red things",0,"green things",0.05,"clouds",0,"circles",0,"squares",0.9,332,232,231,"polka-dotted",322112,"True",2,3,1,18,17,8,0,0,1,NA,NA,NA,0,0,1,NA,0.11205,0.88795,NA,NA,1,0.11205,0.88795,NA,NA,0.04636,0.95364,NA,NA,1,0.04636,0.95364,NA,322112
"734",809,53,1107,19,"English","clouds",0,"circles",0,"squares",0.95,"blue things",1,"red things",0.05,"green things",0.05,311,212,212,"solid",321212,"True",2,1,3,3,11,11,0,0,1,NA,NA,NA,0.90909,0.04545,0.04545,NA,0.13051,0.86949,1,NA,NA,0.86949,0.13051,NA,NA,0.07235,0.92765,1,NA,NA,0.92765,0.07235,NA,321212
"735",810,53,942,20,"English","clouds",0.7,"circles",0.05,"squares",0,"blue things",0.1,"red things",0.35,"green things",0,212,212,323,"solid",212121,"False",2,1,3,11,11,24,0.93333,0.06667,0,NA,NA,NA,0.22222,0.77778,0,NA,0.8675,0.1325,0.8675,0.1325,NA,NA,0.8675,0.1325,NA,0.92485,0.07515,0.92485,0.07515,NA,NA,0.92485,0.07515,212121
"736",811,54,2229,6,"English","blue things",0.8,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,311,313,312,"solid",323211,"True",2,3,1,3,21,12,0.33333,0.33333,0.33333,NA,NA,NA,0.44444,0.27778,0.27778,NA,NA,1,1,NA,NA,0.62423,0.18789,0.18789,NA,NA,1,1,NA,NA,0.42143,0.28929,0.28929,323211
"737",812,54,1040,7,"English","blue things",0.25,"red things",0.5,"green things",0.85,"clouds",0.5,"circles",0.95,"squares",0.15,233,331,313,"polka-dotted",212212,"True",2,3,1,26,9,21,0.3125,0.59375,0.09375,NA,NA,NA,0.15625,0.3125,0.53125,NA,0.58765,0.41235,0.41235,NA,0.58765,0.41235,NA,0.58765,NA,0.64121,0.35879,0.35879,NA,0.64121,0.35879,NA,0.64121,212212
"738",813,54,764,8,"English","blue things",0.5,"red things",1,"green things",0.05,"solid things",1,"striped things",0.5,"polka-dotted things",0,112,133,233,"cloud",211212,"True",1,3,2,10,25,26,NA,NA,NA,0.66667,0.33333,0,0.32258,0.64516,0.03226,0.5701,0.4299,NA,0.5701,NA,0.4299,NA,0.5701,0.4299,0.6169,0.3831,NA,0.6169,NA,0.3831,NA,0.6169,0.3831,211212
"739",814,54,250,9,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,323,323,312,"striped",212132,"False",2,3,1,24,24,12,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,NA,NA,1,0.38347,0.61653,NA,NA,0.38347,0.61653,NA,NA,1,0.32342,0.67658,NA,NA,0.32342,0.67658,213221
"740",815,54,2016,10,"English","blue things",0.5,"red things",0.85,"green things",0.25,"solid things",0.5,"striped things",0.55,"polka-dotted things",0.5,222,223,212,"circle",322122,"True",1,3,2,14,23,11,NA,NA,NA,0.32258,0.35484,0.32258,0.3125,0.53125,0.15625,NA,1,NA,0.39345,0.60655,NA,NA,0.60655,0.39345,NA,1,NA,0.33265,0.66735,NA,NA,0.66735,0.33265,322122
"741",816,54,584,11,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.3,"circles",0.7,"squares",0.5,211,111,131,"solid",213212,"True",2,3,1,2,1,7,0.2,0.46667,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.40126,0.59874,NA,0.59874,NA,0.40126,1,NA,NA,0.34344,0.65656,NA,0.65656,NA,0.34344,1,NA,NA,213212
"742",817,54,2234,12,"English","solid things",0.8,"striped things",0.35,"polka-dotted things",0.35,"blue things",0.5,"red things",0.5,"green things",0.5,311,331,321,"square",323211,"True",1,2,3,3,9,6,NA,NA,NA,0.53333,0.23333,0.23333,0.33333,0.33333,0.33333,NA,NA,1,0.62423,0.18789,0.18789,1,NA,NA,NA,NA,1,0.42143,0.28929,0.28929,1,NA,NA,323211
"743",818,54,916,13,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,123,123,211,"striped",212121,"False",2,3,1,22,22,2,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.62303,0.37697,NA,0.37697,0.62303,NA,0.37697,NA,0.62303,0.69016,0.30984,NA,0.30984,0.69016,NA,0.30984,NA,0.69016,212121
"744",819,54,1521,14,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,312,322,222,"red",322112,"True",3,2,1,12,15,14,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,NA,0.37697,0.62303,0.62303,0.37697,NA,NA,1,NA,NA,0.30984,0.69016,0.69016,0.30984,NA,NA,1,NA,322112
"745",820,54,1497,15,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,333,132,232,"green",123211,"False",3,1,2,27,16,17,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.18735,0.18735,0.6253,NA,NA,1,NA,0.3747,0.6253,0.26141,0.26141,0.47718,NA,NA,1,NA,0.33519,0.66481,123211
"746",821,54,2272,16,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,333,333,332,"green",213232,"False",3,1,2,27,27,18,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,NA,NA,1,NA,NA,1,NA,0.38927,0.61073,NA,NA,1,NA,NA,1,NA,0.33519,0.66481,213232
"747",822,54,558,17,"English","blue things",0.25,"red things",0.5,"green things",0.7,"clouds",0.5,"circles",0.5,"squares",0.5,113,111,121,"solid",213212,"True",2,3,1,19,1,4,0.33333,0.33333,0.33333,NA,NA,NA,0.17241,0.34483,0.48276,1,NA,NA,0.59874,0.40126,NA,0.40126,NA,0.59874,1,NA,NA,0.65656,0.34344,NA,0.34344,NA,0.65656,213212
"748",823,54,2369,18,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,321,322,323,"blue",113232,"False",3,2,1,6,15,24,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,NA,NA,1,NA,1,NA,0.61073,0.19464,0.19464,NA,NA,1,NA,1,NA,0.44841,0.27579,0.27579,113232
"749",824,54,1640,19,"English","blue things",0.35,"red things",0.65,"green things",0.5,"clouds",0.65,"circles",0.25,"squares",0.5,122,221,311,"striped",211112,"True",2,3,1,13,5,3,0.46429,0.17857,0.35714,NA,NA,NA,0.23333,0.43333,0.33333,0.61666,0.19167,0.19167,0.38334,0.61666,NA,0.38334,0.61666,NA,0.44444,0.27778,0.27778,0.33413,0.66587,NA,0.33413,0.66587,NA,211211
"750",825,54,122,20,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.7,"green things",0.3,332,333,121,"polka-dotted",212111,"True",2,1,3,18,27,4,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.46667,0.2,0.37515,NA,0.62485,NA,0.37515,0.62485,0.18758,0.62485,0.18758,0.32342,NA,0.67658,NA,0.32342,0.67658,0.27808,0.44385,0.27808,212111
"751",826,55,748,6,"English","blue things",0.5,"red things",0.9,"green things",0.5,"solid things",0.9,"striped things",0.05,"polka-dotted things",0.5,112,122,213,"cloud",212122,"True",1,3,2,10,13,20,NA,NA,NA,0.62069,0.03448,0.34483,0.26316,0.47368,0.26316,0.71263,0.28737,NA,0.71263,0.28737,NA,NA,0.71263,0.28737,0.65866,0.34134,NA,0.65866,0.34134,NA,NA,0.65866,0.34134,212122
"752",827,55,1988,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,321,321,321,"blue",323232,"False",3,2,1,6,6,6,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,323232
"753",828,55,46,8,"English","clouds",0.5,"circles",0,"squares",0.05,"blue things",0.1,"red things",0.05,"green things",0.05,221,232,332,"striped",122112,"False",2,1,3,5,17,18,0.90909,0,0.09091,NA,NA,NA,0.5,0.25,0.25,NA,0.76393,0.23607,NA,0.76393,0.23607,0.76393,0.23607,NA,NA,0.75102,0.24898,NA,0.75102,0.24898,0.75102,0.24898,NA,122112
"754",829,55,2076,9,"English","solid things",0.95,"striped things",0.05,"polka-dotted things",0.05,"clouds",0.9,"circles",0.05,"squares",0.05,113,323,233,"green",321111,"True",3,2,1,19,24,26,0.9,0.05,0.05,0.90476,0.04762,0.04762,NA,NA,NA,0.70072,0.14964,0.14964,0.70072,0.14964,0.14964,NA,NA,1,0.73933,0.13034,0.13034,0.73933,0.13034,0.13034,NA,NA,1,321111
"755",830,55,2241,10,"English","blue things",0.9,"red things",0.05,"green things",0.05,"solid things",0.1,"striped things",0.05,"polka-dotted things",0.5,131,132,133,"cloud",323211,"True",1,3,2,7,16,25,NA,NA,NA,0.15385,0.07692,0.76923,0.9,0.05,0.05,1,NA,NA,NA,NA,1,0.71145,0.14427,0.14427,1,NA,NA,NA,NA,1,0.76296,0.11852,0.11852,323211
"756",831,55,517,11,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,331,333,132,"blue",112132,"False",3,2,1,9,27,16,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.26751,NA,0.73249,NA,NA,1,0.73249,0.13376,0.13376,0.3021,NA,0.6979,NA,NA,1,0.78009,0.10996,0.10996,113221
"757",832,55,1152,12,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.95,"striped things",0.05,"polka-dotted things",0.1,111,131,211,"cloud",212232,"True",1,3,2,1,7,2,NA,NA,NA,0.86364,0.04545,0.09091,0.33333,0.33333,0.33333,0.7112,0.2888,NA,0.7112,NA,0.2888,1,NA,NA,0.6611,0.3389,NA,0.6611,NA,0.3389,1,NA,NA,213222
"758",833,55,1563,13,"English","blue things",0.5,"red things",0.95,"green things",0.5,"solid things",0.1,"striped things",0.8,"polka-dotted things",0.5,122,122,131,"cloud",322121,"True",1,3,2,13,13,7,NA,NA,NA,0.07143,0.57143,0.35714,0.25641,0.48718,0.25641,1,NA,NA,NA,0.7304,0.2696,0.2696,0.7304,NA,1,NA,NA,NA,0.69063,0.30937,0.30937,0.69063,NA,322121
"759",834,55,191,14,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.95,"striped things",0.05,"polka-dotted things",0.45,211,221,221,"blue",323212,"True",3,1,2,2,5,5,0.33333,0.33333,0.33333,0.65517,0.03448,0.31034,NA,NA,NA,NA,1,NA,0.70882,0.29118,NA,1,NA,NA,NA,1,NA,0.65699,0.34301,NA,1,NA,NA,323212
"760",835,55,485,15,"English","blue things",0.05,"red things",0.1,"green things",0.95,"clouds",0.1,"circles",0.95,"squares",0.1,233,332,111,"polka-dotted",211111,"True",2,3,1,26,18,1,0.08696,0.82609,0.08696,NA,NA,NA,0.04545,0.09091,0.86364,0.14645,0.70711,0.14645,0.29289,NA,0.70711,0.14645,0.14645,0.70711,0.12075,0.7585,0.12075,0.3186,NA,0.6814,0.12075,0.12075,0.7585,211111
"761",836,55,2330,16,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,323,223,223,"square",123232,"False",1,3,2,24,23,23,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,0.27912,0.72088,NA,1,NA,NA,NA,1,NA,0.31859,0.68141,NA,1,NA,NA,NA,1,123232
"762",837,55,328,17,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.9,"circles",0.05,"squares",0.05,112,212,313,"red",213211,"True",3,2,1,10,11,21,0.9,0.05,0.05,0.33333,0.33333,0.33333,NA,NA,NA,0.71145,0.14427,0.14427,1,NA,NA,NA,0.71145,0.28855,0.76296,0.11852,0.11852,1,NA,NA,NA,0.6814,0.3186,213211
"763",838,55,1476,18,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,121,331,311,"cloud",123211,"False",1,3,2,4,9,3,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.74126,NA,0.25874,0.12937,0.74126,0.12937,1,NA,NA,0.6814,NA,0.3186,0.07804,0.84391,0.07804,1,NA,NA,123211
"764",839,55,1042,19,"English","clouds",0.5,"circles",0.95,"squares",0.5,"blue things",0.75,"red things",0.2,"green things",0.5,211,112,232,"solid",212212,"True",2,1,3,2,10,17,0.25641,0.48718,0.25641,NA,NA,NA,0.51724,0.13793,0.34483,0.27928,0.72072,NA,0.72072,NA,0.27928,0.72072,0.27928,NA,0.32678,0.67322,NA,0.67322,NA,0.32678,0.67322,0.32678,NA,212212
"765",840,55,1636,20,"English","solid things",0.85,"striped things",0.5,"polka-dotted things",0.15,"blue things",0.5,"red things",0.95,"green things",0.1,312,333,131,"square",211112,"True",1,2,3,12,27,7,NA,NA,NA,0.56667,0.33333,0.1,0.32258,0.6129,0.06452,0.2803,NA,0.7197,0.7197,NA,0.2803,0.14015,0.7197,0.14015,0.33392,NA,0.66608,0.66608,NA,0.33392,0.09801,0.80397,0.09801,211211
"766",841,56,2228,6,"English","blue things",0,"red things",0,"green things",0,"clouds",0,"circles",0,"squares",1,332,132,232,"polka-dotted",323211,"True",2,3,1,18,16,17,0,0,1,NA,NA,NA,0.33333,0.33333,0.33333,0.00691,0.00691,0.98618,NA,NA,1,NA,1,NA,0.01191,0.01191,0.97618,NA,NA,1,NA,1,NA,323211
"767",842,56,2157,7,"English","solid things",0,"striped things",0,"polka-dotted things",1,"clouds",0,"circles",0,"squares",1,331,113,223,"blue",121111,"False",3,2,1,9,19,23,0,0,1,0,0,1,NA,NA,NA,0.0072,0.0072,0.98559,0.0072,0.0072,0.98559,0.98559,NA,0.01441,0.01588,0.01588,0.96824,0.01588,0.01588,0.96824,0.98806,NA,0.01194,121111
"768",843,56,1871,8,"English","solid things",1,"striped things",0,"polka-dotted things",0,"clouds",0,"circles",0,"squares",1,312,323,323,"red",123212,"False",3,2,1,12,24,24,0,0,1,1,0,0,NA,NA,NA,NA,NA,1,0.98618,0.01382,NA,NA,0.98618,0.01382,NA,NA,1,0.98746,0.01254,NA,NA,0.98746,0.01254,123212
"769",844,56,1146,9,"English","solid things",0,"striped things",1,"polka-dotted things",0,"clouds",1,"circles",0,"squares",0,123,313,313,"green",321212,"True",3,2,1,22,21,21,1,0,0,0,1,0,NA,NA,NA,0.98658,NA,0.01342,0.01342,0.98658,NA,NA,NA,1,0.98819,NA,0.01181,0.01181,0.98819,NA,NA,NA,1,321212
"770",845,56,1593,10,"English","solid things",0,"striped things",1,"polka-dotted things",0,"blue things",1,"red things",0,"green things",0,321,321,332,"square",322121,"True",1,2,3,6,6,18,NA,NA,NA,0,1,0,1,0,0,NA,NA,1,NA,0.98559,0.01441,0.98559,0.01441,NA,NA,NA,1,NA,0.9868,0.0132,0.9868,0.0132,NA,322121
"771",846,56,1013,11,"English","clouds",0,"circles",0,"squares",1,"blue things",0,"red things",0,"green things",0.95,323,122,113,"striped",212212,"True",2,1,3,24,13,19,0,0,1,NA,NA,NA,0,0,1,0.01441,NA,0.98559,0.01441,0.98559,NA,NA,0.01441,0.98559,0.0132,NA,0.9868,0.0132,0.9868,NA,NA,0.0132,0.9868,212212
"772",847,56,1755,12,"English","clouds",0.95,"circles",0,"squares",0,"blue things",0.95,"red things",0.05,"green things",0.05,131,131,331,"polka-dotted",322132,"True",2,1,3,7,7,9,1,0,0,NA,NA,NA,0.90476,0.04762,0.04762,0.98758,NA,0.01242,NA,NA,1,1,NA,NA,0.9893,NA,0.0107,NA,NA,1,1,NA,NA,323221
"773",848,56,2102,13,"English","blue things",0.05,"red things",0.05,"green things",0.95,"solid things",0.05,"striped things",0.9,"polka-dotted things",0.05,223,331,132,"circle",111112,"False",1,3,2,23,9,16,NA,NA,NA,0.05,0.9,0.05,0.04762,0.04762,0.90476,0.00411,0.99178,0.00411,NA,0.99178,0.00822,0.00411,0.00411,0.99178,0,1,0,NA,0.99009,0.00991,0,0,1,111211
"774",849,56,841,14,"English","clouds",0,"circles",0.95,"squares",0,"solid things",0.95,"striped things",0,"polka-dotted things",0,212,231,323,"red",112111,"False",3,1,2,11,8,24,0,1,0,1,0,0,NA,NA,NA,NA,0.98559,0.01441,0.98559,0.0072,0.0072,0.0072,0.98559,0.0072,NA,0.98746,0.01254,0.9762,0.0119,0.0119,0.0119,0.9762,0.0119,112111
"775",850,56,290,15,"English","solid things",0.05,"striped things",0.05,"polka-dotted things",0.95,"blue things",0,"red things",0.95,"green things",0.05,132,113,232,"cloud",212222,"True",1,2,3,16,19,17,NA,NA,NA,0.04762,0.04762,0.90476,0,0.95,0.05,0.98976,0.01024,NA,0.01024,NA,0.98976,NA,0.98976,0.01024,0.99205,0.00795,NA,0.00795,NA,0.99205,NA,0.99205,0.00795,212222
"776",851,56,1767,16,"English","blue things",0.05,"red things",0.05,"green things",1,"clouds",0,"circles",0,"squares",0.95,323,323,322,"striped",322132,"True",2,3,1,24,24,15,0,0,1,NA,NA,NA,0.04545,0.04545,0.90909,NA,NA,1,NA,1,NA,NA,0.01242,0.98758,NA,NA,1,NA,1,NA,NA,0.0107,0.9893,323221
"777",852,56,1101,17,"English","blue things",0.05,"red things",0.95,"green things",0.05,"solid things",0.95,"striped things",0,"polka-dotted things",0,112,121,121,"cloud",321212,"True",1,3,2,10,4,4,NA,NA,NA,1,0,0,0.04762,0.90476,0.04762,1,NA,NA,0.98658,0.01342,NA,0.01342,0.98658,NA,1,NA,NA,0.98819,0.01181,NA,0.01181,0.98819,NA,321212
"778",853,56,1705,18,"English","blue things",1,"red things",0,"green things",0,"solid things",0,"striped things",0,"polka-dotted things",1,131,111,313,"cloud",212112,"True",1,3,2,7,1,21,NA,NA,NA,0,0,1,1,0,0,0.98431,NA,0.01569,0.01569,NA,0.98431,0.98431,NA,0.01569,0.98526,NA,0.01474,0.01474,NA,0.98526,0.98526,NA,0.01474,212112
"779",854,56,886,19,"English","blue things",0,"red things",1,"green things",0,"solid things",1,"striped things",0,"polka-dotted things",0,112,313,222,"cloud",112122,"False",1,3,2,10,21,14,NA,NA,NA,1,0,0,0,1,0,0.98559,0.0072,0.0072,0.98559,0.01441,NA,NA,0.98559,0.01441,0.98094,0.00953,0.00953,0.9868,0.0132,NA,NA,0.9868,0.0132,112122
"780",855,56,1731,20,"English","solid things",1,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",0,"green things",1,113,123,321,"cloud",212112,"True",1,2,3,19,22,6,NA,NA,NA,1,0,0,0,0,1,0.98431,NA,0.01569,0.98431,0.01569,NA,0.01569,NA,0.98431,0.98526,NA,0.01474,0.98526,0.01474,NA,0.01474,NA,0.98526,212112
"781",856,57,721,6,"english","clouds",0,"circles",0.5,"squares",0,"blue things",1,"red things",0,"green things",0.5,231,232,311,"polka-dotted",212122,"True",2,1,3,8,17,3,0,1,0,NA,NA,NA,0.66667,0,0.33333,NA,0.7976,0.2024,0.2024,NA,0.7976,0.7976,0.2024,NA,NA,0.80952,0.19048,0.19048,NA,0.80952,0.80952,0.19048,NA,212122
"782",857,57,589,7,"english","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0,"circles",1,"squares",0.5,211,111,131,"solid",213212,"True",2,3,1,2,1,7,0,0.66667,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.19273,0.80727,NA,0.80727,NA,0.19273,1,NA,NA,0.17927,0.82073,NA,0.82073,NA,0.17927,1,NA,NA,213212
"783",858,57,432,8,"english","blue things",0,"red things",0,"green things",1,"solid things",1,"striped things",0,"polka-dotted things",0.5,113,122,121,"cloud",321112,"True",1,3,2,19,13,4,NA,NA,NA,0.66667,0,0.33333,0,0,1,1,NA,NA,0.7976,0.2024,NA,0.1012,0.1012,0.7976,1,NA,NA,0.82073,0.17927,NA,0.16667,0.16667,0.66667,321211
"784",859,57,1649,9,"english","blue things",0,"red things",0.5,"green things",1,"solid things",0,"striped things",1,"polka-dotted things",0.5,223,211,131,"circle",211112,"True",1,3,2,23,2,7,NA,NA,NA,0,0.66667,0.33333,0,0.33333,0.66667,0.18572,0.81428,NA,0.09286,0.81428,0.09286,0.18572,NA,0.81428,0.17927,0.82073,NA,0.11111,0.77778,0.11111,0.17927,NA,0.82073,211211
"785",860,57,1708,10,"english","clouds",0.5,"circles",1,"squares",0,"solid things",1,"striped things",0.5,"polka-dotted things",0.05,212,232,333,"red",212112,"True",3,1,2,11,17,27,0.33333,0.66667,0,0.64516,0.32258,0.03226,NA,NA,NA,NA,0.79998,0.20002,0.79998,NA,0.20002,NA,0.79998,0.20002,NA,0.8125,0.1875,0.8125,NA,0.1875,NA,0.8125,0.1875,212112
"786",861,57,465,11,"english","blue things",1,"red things",0.5,"green things",0,"solid things",0.5,"striped things",1,"polka-dotted things",0,221,233,112,"circle",211111,"True",1,3,2,5,26,10,NA,NA,NA,0.33333,0.66667,0,0.66667,0.33333,0,0.16906,0.83094,NA,0.08453,0.83094,0.08453,0.83094,0.08453,0.08453,0.16931,0.83069,NA,0.08333,0.83333,0.08333,0.83333,0.08333,0.08333,211111
